Draft Number,Round Number,Player,Team,Conference,Position,Team Name,Owner Name,Season,Player ID,Player Birth Place,Player Birth Country,Player Height (in),Player Weight (lbs),Player DOB,Player Age,Fantasy Points,G,A,+/-,PTS,PIM,PPG,PPA,SHG,SHA,GWG,FOW,FOL,25,TTOI,ATOI,SOG,30,HIT,BLK,GP,STPG,STPA,STP,PPP,SHP,HAT,GS,W,L,SA,GA,SV,SO,MIN,OTL,GAA,SV%,12,DEF,99,5
69,10,Mark Giordano,CGY,Western,D,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,3006.0,"Toronto, ON",CAN,72.0,202.0,3/10/1983,34.0,129.0,13.0,25.0,,38.0,63.0,1.0,9.0,1.0,,4.0,,,2301.0,121955.0,1487.2560975609756,214.0,82.0,93.0,161.0,82.0,2.0,9.0,11.0,10.0,1.0,,,,,,,,,,,,,,38.0,,
70,10,Justin Schultz,PIT,Eastern,D,Seoul Fried Chicken,vince tran,20172018,2501067.0,"Kelowna, BC",CAN,74.0,190.0,6/7/1990,27.0,92.0,4.0,23.0,22.0,27.0,14.0,,10.0,,,1.0,,,1595.0,73759.0,1170.7777777777778,109.0,63.0,36.0,93.0,63.0,,10.0,10.0,10.0,,,,,,,,,,,,,,,27.0,,
71,11,Cam Fowler,ANA,Western,D,Seoul Fried Chicken,vince tran,20172018,5495.0,"Windsor, ON",CAN,74.0,210.0,5/12/1991,26.0,109.0,8.0,24.0,3.0,32.0,28.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1735.0,99911.0,1491.2089552238806,122.0,67.0,21.0,108.0,67.0,2.0,10.0,12.0,10.0,2.0,,,,,,,,,,,,,,32.0,,
72,11,Shayne Gostisbehere,PHI,Eastern,D,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,3025662.0,"Pembroke Pines, FL",USA,71.0,183.0,20/4/1993,24.0,230.0,13.0,52.0,10.0,65.0,25.0,7.0,26.0,,,2.0,,,1968.0,100411.0,1287.320512820513,221.0,78.0,53.0,116.0,78.0,7.0,26.0,33.0,33.0,,,,,,,,,,,,,,,65.0,,
73,11,Mike Hoffman,OTT,Eastern,LW,Old Man Jenkins,Maanik Bhandari,20172018,5103.0,"Kitchener, ON",CAN,72.0,190.0,24/11/1989,28.0,194.0,22.0,34.0,-20.0,56.0,32.0,8.0,13.0,,,5.0,22.0,18.0,1841.0,90562.0,1104.4146341463415,257.0,82.0,31.0,34.0,82.0,8.0,13.0,21.0,21.0,,,,,,,,,,,,,,,,,
74,11,Jakub Voracek,PHI,Eastern,RW,Taco Gato,Nam Le,20172018,3781.0,"Kladno, Czechoslovakia",Czechoslovakia,74.0,214.0,15/8/1989,28.0,293.0,20.0,65.0,10.0,85.0,50.0,5.0,30.0,,,3.0,15.0,19.0,1946.0,95729.0,1167.4268292682927,228.0,82.0,23.0,32.0,82.0,5.0,30.0,35.0,35.0,,,,,,,,,,,,,,,,,
75,11,Torey Krug,BOS,Eastern,D,Stay Gold Ponyboy,bryan lam,20172018,2952729.0,"Livonia, MI",USA,69.0,194.0,12/4/1991,26.0,206.0,14.0,45.0,,59.0,36.0,5.0,19.0,1.0,,4.0,,,1898.0,93030.0,1224.078947368421,197.0,76.0,79.0,73.0,76.0,6.0,19.0,25.0,24.0,1.0,,,,,,,,,,,,,,59.0,,
76,11,Taylor Hall,NJ,Eastern,LW,May I Take Your Hat Sir?,Ivan Chow,20172018,5428.0,"Calgary, AB",CAN,73.0,210.0,14/11/1991,26.0,324.0,39.0,54.0,14.0,93.0,34.0,13.0,24.0,1.0,,7.0,72.0,76.0,1742.0,87286.0,1148.5,278.0,76.0,72.0,44.0,76.0,14.0,24.0,38.0,37.0,1.0,,,,,,,,,,,,,,,,
77,11,Brayden Schenn,STL,Western,C,"NO, THIS IS PATRICK",Brian Duong,20172018,5219.0,"Saskatoon, SK",CAN,73.0,199.0,22/8/1991,26.0,246.0,28.0,42.0,10.0,70.0,56.0,8.0,11.0,,,8.0,660.0,714.0,1952.0,97049.0,1183.5243902439024,210.0,82.0,154.0,37.0,82.0,8.0,11.0,19.0,19.0,,1.0,,,,,,,,,,,,,,,
78,12,Mikael Granlund,MIN,Western,C,"NO, THIS IS PATRICK",Brian Duong,20172018,5831.0,"Oulu, FIN",FIN,70.0,185.0,26/2/1992,25.0,234.0,21.0,46.0,13.0,67.0,18.0,7.0,12.0,1.0,2.0,2.0,69.0,56.0,1727.0,86771.0,1126.8961038961038,193.0,77.0,47.0,45.0,77.0,8.0,14.0,22.0,19.0,3.0,1.0,,,,,,,,,,,,,,,
79,12,Sean Monahan,CGY,Western,C,May I Take Your Hat Sir?,Ivan Chow,20172018,3041996.0,"Brampton, ON",CAN,74.0,197.0,12/10/1994,23.0,231.0,31.0,33.0,3.0,64.0,24.0,9.0,10.0,,,11.0,709.0,698.0,1577.0,82948.0,1120.918918918919,202.0,74.0,35.0,17.0,74.0,9.0,10.0,19.0,19.0,,1.0,,,,,,,,,,,,,,,
80,12,Matthew Tkachuk,CGY,Western,LW,Stay Gold Ponyboy,bryan lam,20172018,4024854.0,"Scottsdale, AZ",USA,74.0,202.0,11/12/1997,20.0,166.0,24.0,25.0,-1.0,49.0,61.0,10.0,7.0,,,2.0,7.0,10.0,1354.0,70383.0,1035.0441176470588,188.0,68.0,80.0,16.0,68.0,10.0,7.0,17.0,17.0,,,,,,,,,,,,,,,,,
81,12,Ryan Johansen,NSH,Western,C,Taco Gato,Nam Le,20172018,5434.0,"Vancouver, BC",CAN,75.0,218.0,31/7/1992,25.0,182.0,15.0,39.0,13.0,54.0,78.0,1.0,14.0,,2.0,3.0,810.0,651.0,1921.0,87921.0,1112.9240506329113,129.0,79.0,87.0,35.0,79.0,1.0,16.0,17.0,15.0,2.0,,,,,,,,,,,,,,,,
82,12,Jonathan Drouin,MON,Eastern,LW,Old Man Jenkins,Maanik Bhandari,20172018,3041971.0,"Saint-Agathe-des-Monts, QC",CAN,71.0,189.0,28/3/1995,22.0,164.0,13.0,33.0,-28.0,46.0,30.0,4.0,18.0,,,4.0,447.0,604.0,1596.0,81309.0,1055.9610389610389,164.0,77.0,55.0,27.0,77.0,4.0,18.0,22.0,22.0,,,,,,,,,,,,,,,,,
83,12,Corey Perry,ANA,Western,RW,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,2273.0,"Peterborough, ON",CAN,75.0,208.0,16/5/1985,32.0,159.0,17.0,32.0,-4.0,49.0,71.0,4.0,7.0,,,1.0,2.0,14.0,1559.0,75730.0,1066.619718309859,168.0,71.0,59.0,36.0,71.0,4.0,7.0,11.0,11.0,,,,,,,,,,,,,,,,,
84,12,Joe Thornton,SJ,Western,C,Seoul Fried Chicken,vince tran,20172018,939.0,"London, ON",CAN,76.0,220.0,2/7/1979,38.0,127.0,13.0,23.0,-9.0,36.0,38.0,7.0,11.0,,,1.0,229.0,211.0,1077.0,51733.0,1100.7021276595744,75.0,47.0,32.0,18.0,47.0,7.0,11.0,18.0,18.0,,,,,,,,,,,,,,,,,
85,13,Nikolaj Ehlers,WPG,Western,LW,Seoul Fried Chicken,vince tran,20172018,3114741.0,"Aalborg, DEN",DEN,72.0,172.0,14/2/1996,21.0,209.0,29.0,31.0,14.0,60.0,26.0,7.0,6.0,,,7.0,5.0,4.0,1718.0,79116.0,964.829268292683,231.0,82.0,39.0,27.0,82.0,7.0,6.0,13.0,13.0,,1.0,,,,,,,,,,,,,,,
86,13,Jonathan Toews,CHI,Western,C,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,3669.0,"Winnipeg, MB",CAN,74.0,201.0,29/4/1988,29.0,170.0,20.0,32.0,-1.0,52.0,47.0,2.0,10.0,,,2.0,900.0,653.0,1827.0,87426.0,1181.4324324324325,211.0,74.0,32.0,24.0,74.0,2.0,10.0,12.0,12.0,,,,,,,,,,,,,,,,,
87,13,Brandon Saad,CHI,Western,LW,Old Man Jenkins,Maanik Bhandari,20172018,2563065.0,"Pittsburgh, PA",USA,73.0,207.0,27/10/1992,25.0,123.0,18.0,17.0,-10.0,35.0,14.0,1.0,,,,8.0,56.0,65.0,1937.0,86120.0,1050.2439024390244,237.0,82.0,29.0,32.0,82.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
88,13,Jonathan Huberdeau,FLA,Eastern,LW,Taco Gato,Nam Le,20172018,2562606.0,"Saint-Jerome, QC",CAN,73.0,200.0,4/6/1993,24.0,230.0,27.0,42.0,-2.0,69.0,32.0,7.0,12.0,,,4.0,21.0,23.0,1912.0,94495.0,1152.378048780488,204.0,82.0,41.0,42.0,82.0,7.0,12.0,19.0,19.0,,,,,,,,,,,,,,,,,
89,13,Milan Lucic,EDM,Western,LW,Stay Gold Ponyboy,bryan lam,20172018,3780.0,"Vancouver, BC",CAN,75.0,236.0,7/6/1988,29.0,110.0,10.0,24.0,-12.0,34.0,80.0,3.0,4.0,,,1.0,29.0,23.0,1646.0,78526.0,957.6341463414634,147.0,82.0,254.0,25.0,82.0,3.0,4.0,7.0,7.0,,,,,,,,,,,,,,,,,
90,13,Justin Faulk,CAR,Eastern,D,May I Take Your Hat Sir?,Ivan Chow,20172018,5746.0,"South Saint Paul, MN",USA,72.0,214.0,20/3/1992,25.0,124.0,8.0,23.0,-26.0,31.0,48.0,3.0,16.0,,,3.0,,,1987.0,101541.0,1336.0657894736842,211.0,76.0,128.0,90.0,76.0,3.0,16.0,19.0,19.0,,1.0,,,,,,,,,,,,,31.0,,
91,13,Marc-Edouard Vlasic,SJ,Western,D,"NO, THIS IS PATRICK",Brian Duong,20172018,3371.0,"Montreal, QC",CAN,73.0,205.0,30/3/1987,30.0,102.0,11.0,21.0,9.0,32.0,34.0,1.0,2.0,,1.0,2.0,,1.0,2142.0,109586.0,1352.9135802469136,161.0,81.0,26.0,174.0,81.0,1.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,32.0,,
92,14,Ryan O'Reilly,BUF,Eastern,RW,"NO, THIS IS PATRICK",Brian Duong,20172018,5208.0,"Clinton, ON",CAN,73.0,207.0,7/2/1991,26.0,213.0,24.0,37.0,-23.0,61.0,2.0,15.0,8.0,,4.0,3.0,1274.0,850.0,2134.0,101170.0,1249.0123456790122,230.0,81.0,42.0,48.0,81.0,15.0,12.0,27.0,23.0,4.0,,,,,,,,,,,,,,,,
93,14,Eric Staal,MIN,Western,C,May I Take Your Hat Sir?,Ivan Chow,20172018,2378.0,"Thunder Bay, ON",CAN,76.0,195.0,29/10/1984,33.0,261.0,42.0,34.0,8.0,76.0,42.0,11.0,6.0,2.0,1.0,4.0,571.0,544.0,1760.0,87635.0,1068.719512195122,241.0,82.0,42.0,49.0,82.0,13.0,7.0,20.0,17.0,3.0,1.0,,,,,,,,,,,,,,,
94,14,Kyle Okposo,BUF,Eastern,RW,Stay Gold Ponyboy,bryan lam,20172018,3859.0,"Saint Paul, MN",USA,72.0,216.0,16/4/1988,29.0,155.0,15.0,29.0,-34.0,44.0,40.0,6.0,15.0,,,2.0,23.0,27.0,1540.0,77644.0,1021.6315789473684,161.0,76.0,70.0,34.0,76.0,6.0,15.0,21.0,21.0,,,,,,,,,,,,,,,,,
95,14,Alexander Wennberg,CLS,Western,C,Taco Gato,Nam Le,20172018,3042017.0,"Stockholm, SWE",SWE,74.0,190.0,22/9/1994,23.0,113.0,8.0,27.0,22.0,35.0,12.0,3.0,2.0,,1.0,2.0,350.0,424.0,1489.0,71800.0,1087.878787878788,74.0,66.0,28.0,46.0,66.0,3.0,3.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,
96,14,Alexander Radulov,DAL,Western,RW,Old Man Jenkins,Maanik Bhandari,20172018,3249.0,"Nizhny Tagil, USSR",USSR,73.0,205.0,5/7/1986,31.0,243.0,27.0,45.0,4.0,72.0,72.0,7.0,16.0,,,4.0,6.0,4.0,2087.0,99029.0,1207.6707317073171,217.0,82.0,77.0,64.0,82.0,7.0,16.0,23.0,23.0,,,,,,,,,,,,,,,,,
97,14,Jeff Skinner,CAR,Eastern,LW,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,5540.0,"Toronto, ON",CAN,71.0,200.0,16/5/1992,25.0,158.0,24.0,25.0,-27.0,49.0,34.0,4.0,5.0,,,2.0,26.0,34.0,1745.0,82203.0,1002.4756097560976,277.0,82.0,35.0,24.0,82.0,4.0,5.0,9.0,9.0,,,,,,,,,,,,,,,,,
98,14,Mark Stone,OTT,Eastern,RW,Seoul Fried Chicken,vince tran,20172018,5545.0,"Winnipeg, MB",CAN,75.0,210.0,13/5/1992,25.0,202.0,20.0,42.0,9.0,62.0,10.0,1.0,10.0,1.0,1.0,3.0,33.0,28.0,1447.0,71942.0,1240.3793103448277,132.0,58.0,53.0,39.0,58.0,2.0,11.0,13.0,11.0,2.0,,,,,,,,,,,,,,,,
99,15,Matt Dumba,MIN,Western,D,Seoul Fried Chicken,vince tran,20172018,2970689.0,"Calgary, AB",CAN,73.0,185.0,25/7/1994,23.0,167.0,14.0,36.0,15.0,50.0,41.0,2.0,10.0,,1.0,4.0,2.0,,2112.0,117169.0,1428.8902439024391,176.0,82.0,136.0,112.0,82.0,2.0,11.0,13.0,12.0,1.0,,,,,,,,,,,,,,50.0,,
100,15,Nazem Kadri,TOR,Eastern,C,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,5349.0,"London, ON",CAN,72.0,185.0,6/10/1990,27.0,196.0,32.0,23.0,2.0,55.0,42.0,12.0,7.0,,,3.0,546.0,547.0,1840.0,80445.0,1005.5625,211.0,80.0,94.0,26.0,80.0,12.0,7.0,19.0,19.0,,1.0,,,,,,,,,,,,,,,
101,15,Vadim Shipachyov,VGK,Western,LW,Old Man Jenkins,Maanik Bhandari,20172018,4046937.0,"Cherepovets, RUS",RUS,72.0,187.0,12/3/1987,30.0,4.0,1.0,,3.0,1.0,2.0,,,,,1.0,12.0,9.0,42.0,1906.0,635.3333333333334,3.0,3.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
102,15,Jake Guentzel,PIT,Eastern,LW,Taco Gato,Nam Le,20172018,3042083.0,"Omaha, NE",USA,71.0,176.0,6/10/1994,23.0,157.0,22.0,26.0,-9.0,48.0,42.0,7.0,5.0,,,1.0,65.0,65.0,1792.0,81112.0,989.170731707317,171.0,82.0,142.0,46.0,82.0,7.0,5.0,12.0,12.0,,,,,,,,,,,,,,,,,
103,15,Brock Boeser,VAN,Western,RW,Stay Gold Ponyboy,bryan lam,20172018,3899979.0,"Burnsville, MN",USA,73.0,208.0,25/2/1997,20.0,201.0,29.0,26.0,-5.0,55.0,16.0,10.0,13.0,,,4.0,10.0,29.0,1396.0,65072.0,1049.5483870967741,179.0,62.0,29.0,24.0,62.0,10.0,13.0,23.0,23.0,,1.0,,,,,,,,,,,,,,,
104,15,Henrik Zetterberg,DET,Eastern,C,May I Take Your Hat Sir?,Ivan Chow,20172018,1964.0,"Njurunda, SWE",SWE,71.0,195.0,10/10/1980,37.0,188.0,11.0,45.0,1.0,56.0,14.0,1.0,17.0,,,2.0,666.0,709.0,1929.0,95924.0,1169.8048780487804,180.0,82.0,49.0,34.0,82.0,1.0,17.0,18.0,18.0,,,,,,,,,,,,,,,,,
105,15,Mats Zuccarello,NYR,Eastern,RW,"NO, THIS IS PATRICK",Brian Duong,20172018,5560.0,"Oslo, NOR",NOR,68.0,180.0,1/9/1987,30.0,179.0,16.0,37.0,-10.0,53.0,36.0,1.0,16.0,,,3.0,21.0,59.0,1915.0,90836.0,1135.45,178.0,80.0,62.0,67.0,80.0,1.0,16.0,17.0,17.0,,,,,,,,,,,,,,,,,
106,16,Shea Theodore,VGK,Western,D,"NO, THIS IS PATRICK",Brian Duong,20172018,3042055.0,"Langley, BC",CAN,74.0,197.0,3/8/1995,22.0,97.0,6.0,23.0,5.0,29.0,14.0,1.0,8.0,,,1.0,,,1511.0,74489.0,1221.1311475409836,144.0,61.0,29.0,70.0,61.0,1.0,8.0,9.0,9.0,,,,,,,,,,,,,,,29.0,,
107,16,Kyle Turris,NSH,Western,C,May I Take Your Hat Sir?,Ivan Chow,20172018,3892.0,"New Westminster, BC",CAN,73.0,190.0,14/8/1989,28.0,174.0,16.0,35.0,19.0,51.0,26.0,7.0,14.0,,,,449.0,423.0,1645.0,75761.0,996.8552631578947,145.0,76.0,21.0,35.0,76.0,7.0,14.0,21.0,21.0,,,,,,,,,,,,,,,,,
108,16,Vincent Trocheck,FLA,Eastern,C,Stay Gold Ponyboy,bryan lam,20172018,2563036.0,"Pittsburgh, PA",USA,71.0,188.0,11/7/1993,24.0,270.0,31.0,44.0,-9.0,75.0,54.0,13.0,14.0,3.0,1.0,5.0,853.0,724.0,2168.0,105112.0,1281.8536585365853,287.0,82.0,145.0,55.0,82.0,16.0,15.0,31.0,27.0,4.0,1.0,,,,,,,,,,,,,,,
109,16,Rickard Rakell,ANA,Western,C,Taco Gato,Nam Le,20172018,2562629.0,"Sundbyberg, SWE",SWE,73.0,191.0,5/5/1993,24.0,237.0,34.0,35.0,6.0,69.0,14.0,8.0,10.0,,,3.0,105.0,121.0,1792.0,89705.0,1165.0,230.0,77.0,115.0,30.0,77.0,8.0,10.0,18.0,18.0,,1.0,,,,,,,,,,,,,,,
110,16,John Carlson,WSH,Eastern,D,Old Man Jenkins,Maanik Bhandari,20172018,5118.0,"Natick, MA",USA,75.0,220.0,10/1/1990,27.0,240.0,15.0,53.0,,68.0,32.0,4.0,28.0,,,4.0,,1.0,2164.0,121926.0,1486.9024390243903,237.0,82.0,47.0,146.0,82.0,4.0,28.0,32.0,32.0,,,,,,,,,,,,,,,68.0,,
111,16,Chris Kreider,NYR,Eastern,LW,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,5833.0,"Boxford, MA",USA,75.0,230.0,30/4/1991,26.0,123.0,16.0,21.0,-2.0,37.0,44.0,7.0,5.0,,,,25.0,35.0,1261.0,54352.0,937.1034482758621,137.0,58.0,103.0,24.0,58.0,7.0,5.0,12.0,12.0,,,,,,,,,,,,,,,,,
112,16,Nino Niederreiter,MIN,Western,RW,Seoul Fried Chicken,vince tran,20172018,5511.0,"Chur, SUI",SUI,74.0,218.0,8/9/1992,25.0,117.0,18.0,14.0,14.0,32.0,36.0,7.0,1.0,,,4.0,15.0,18.0,1146.0,56705.0,900.0793650793651,133.0,63.0,58.0,20.0,63.0,7.0,1.0,8.0,8.0,,1.0,,,,,,,,,,,,,,,
113,17,Logan Couture,SJ,Western,C,Seoul Fried Chicken,vince tran,20172018,3773.0,"Guelph, ON",CAN,73.0,206.0,28/3/1989,28.0,220.0,34.0,27.0,-2.0,61.0,18.0,10.0,11.0,2.0,1.0,4.0,149.0,176.0,1955.0,86802.0,1112.8461538461538,204.0,78.0,33.0,72.0,78.0,12.0,12.0,24.0,21.0,3.0,1.0,,,,,,,,,,,,,,,
114,17,Seth Jones,CLS,Western,D,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,3041992.0,"Arlington, TX",USA,76.0,213.0,3/10/1994,23.0,199.0,16.0,41.0,10.0,57.0,30.0,7.0,17.0,,,4.0,,,2256.0,115137.0,1476.1153846153845,249.0,78.0,92.0,124.0,78.0,7.0,17.0,24.0,24.0,,,,,,,,,,,,,,,57.0,,
115,17,Jordan Eberle,NYI,Eastern,RW,Old Man Jenkins,Maanik Bhandari,20172018,5032.0,"Regina, SK",CAN,71.0,180.0,15/5/1990,27.0,194.0,25.0,34.0,5.0,59.0,21.0,3.0,7.0,,,7.0,12.0,21.0,1549.0,78091.0,964.0864197530864,183.0,81.0,46.0,30.0,81.0,3.0,7.0,10.0,10.0,,,,,,,,,,,,,,,,,
116,17,J.T. Miller,TB,Eastern,C,Taco Gato,Nam Le,20172018,2590852.0,"East Palestine, OH",USA,73.0,218.0,14/3/1993,24.0,206.0,23.0,35.0,-4.0,58.0,40.0,11.0,7.0,,,5.0,437.0,368.0,1850.0,83740.0,1021.219512195122,143.0,82.0,124.0,26.0,82.0,11.0,7.0,18.0,18.0,,1.0,,,,,,,,,,,,,,,
117,17,Max Domi,ARI,Western,C,Stay Gold Ponyboy,bryan lam,20172018,3042014.0,"Winnipeg, MB",CAN,70.0,209.0,2/3/1995,22.0,144.0,9.0,36.0,-7.0,45.0,73.0,1.0,8.0,,,,185.0,227.0,1867.0,82194.0,1002.3658536585366,150.0,82.0,49.0,28.0,82.0,1.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,
118,17,David Krejci,BOS,Eastern,C,May I Take Your Hat Sir?,Ivan Chow,20172018,3343.0,"Sternberk, Czechoslovakia",Czechoslovakia,72.0,188.0,28/4/1986,31.0,156.0,17.0,27.0,10.0,44.0,18.0,7.0,6.0,,,2.0,502.0,465.0,1310.0,64803.0,1012.546875,119.0,64.0,31.0,35.0,64.0,7.0,6.0,13.0,13.0,,1.0,,,,,,,,,,,,,,,
119,17,Oscar Klefbom,EDM,Western,D,"NO, THIS IS PATRICK",Brian Duong,20172018,2562608.0,"Karlstad, SWE",SWE,75.0,216.0,20/7/1993,24.0,71.0,5.0,16.0,-12.0,21.0,18.0,1.0,5.0,1.0,,1.0,,,1824.0,90475.0,1370.8333333333333,203.0,66.0,49.0,136.0,66.0,2.0,5.0,7.0,6.0,1.0,,,,,,,,,,,,,,21.0,,
120,18,Sebastian Aho,CAR,Eastern,RW,"NO, THIS IS PATRICK",Brian Duong,20172018,3904173.0,"Rauma, FIN",FIN,72.0,180.0,26/7/1997,20.0,215.0,29.0,36.0,4.0,65.0,24.0,8.0,8.0,,,4.0,78.0,94.0,1731.0,83857.0,1075.0897435897436,200.0,78.0,65.0,17.0,78.0,8.0,8.0,16.0,16.0,,,,,,,,,,,,,,,,,
121,18,Alec Martinez,LA,Western,D,May I Take Your Hat Sir?,Ivan Chow,20172018,3927.0,"Rochester Hills, MI",USA,73.0,210.0,26/7/1987,30.0,87.0,9.0,16.0,3.0,25.0,34.0,2.0,9.0,,1.0,,,1.0,2182.0,105625.0,1371.7532467532467,111.0,77.0,100.0,206.0,77.0,2.0,10.0,12.0,11.0,1.0,,,,,,,,,,,,,,25.0,,
122,18,Keith Yandle,FLA,Eastern,D,Stay Gold Ponyboy,bryan lam,20172018,3330.0,"Boston, MA",USA,73.0,192.0,9/9/1986,31.0,189.0,8.0,48.0,7.0,56.0,35.0,1.0,17.0,,2.0,1.0,,,2410.0,120486.0,1469.341463414634,179.0,82.0,26.0,101.0,82.0,1.0,19.0,20.0,18.0,2.0,,,,,,,,,,,,,,56.0,,
123,18,Alex Galchenyuk,MON,Eastern,LW,Taco Gato,Nam Le,20172018,2966502.0,"Milwaukee, WI",USA,73.0,207.0,12/2/1994,23.0,188.0,19.0,32.0,-31.0,51.0,22.0,9.0,15.0,,,2.0,49.0,60.0,1589.0,79872.0,974.0487804878048,213.0,82.0,33.0,37.0,82.0,9.0,15.0,24.0,24.0,,1.0,,,,,,,,,,,,,,,
124,18,Brady Skjei,NYR,Eastern,D,Old Man Jenkins,Maanik Bhandari,20172018,2976856.0,"Lakeville, MN",USA,75.0,210.0,26/3/1994,23.0,83.0,4.0,21.0,-27.0,25.0,39.0,,6.0,1.0,,1.0,,,2263.0,103443.0,1261.5,153.0,82.0,127.0,119.0,82.0,1.0,6.0,7.0,6.0,1.0,,,,,,,,,,,,,,25.0,,
125,18,T.J. Brodie,CGY,Western,D,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,5162.0,"Chatham, ON",CAN,74.0,187.0,7/6/1990,27.0,107.0,4.0,28.0,-16.0,32.0,18.0,1.0,10.0,,,,,,1991.0,103719.0,1420.8082191780823,118.0,73.0,24.0,99.0,73.0,1.0,10.0,11.0,11.0,,,,,,,,,,,,,,,32.0,,
126,18,Conor Sheary,PIT,Eastern,LW,Seoul Fried Chicken,vince tran,20172018,3149827.0,"Winchester, MA",USA,68.0,179.0,8/6/1992,25.0,97.0,18.0,12.0,2.0,30.0,10.0,2.0,1.0,,,4.0,4.0,7.0,1513.0,66110.0,836.8354430379746,142.0,79.0,29.0,31.0,79.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,
127,19,Scott Hartnell,NSH,Western,LW,Seoul Fried Chicken,vince tran,20172018,346.0,"Regina, SK",CAN,74.0,210.0,18/4/1982,35.0,79.0,13.0,11.0,-3.0,24.0,82.0,2.0,3.0,,,2.0,3.0,12.0,1099.0,44707.0,721.0806451612904,82.0,62.0,82.0,25.0,62.0,2.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,
128,19,Bryan Little,WPG,Western,C,Are you feeling it now Mr Krabs,Brandon Nguyen,20172018,3508.0,"Edmonton, AB",CAN,72.0,191.0,12/11/1987,30.0,143.0,16.0,27.0,2.0,43.0,28.0,2.0,10.0,,,2.0,732.0,574.0,1887.0,83314.0,1016.0243902439024,129.0,82.0,50.0,33.0,82.0,2.0,10.0,12.0,12.0,,,,,,,,,,,,,,,,,
129,19,Viktor Arvidsson,NSH,Western,RW,Old Man Jenkins,Maanik Bhandari,20172018,3120307.0,"Skelleftea, SWE",SWE,70.0,181.0,8/4/1993,24.0,200.0,29.0,32.0,20.0,61.0,36.0,3.0,5.0,3.0,,6.0,11.0,22.0,1877.0,83062.0,1064.8974358974358,247.0,78.0,30.0,52.0,78.0,6.0,5.0,11.0,8.0,3.0,,,,,,,,,,,,,,,,
130,19,James van Riemsdyk,TOR,Eastern,LW,Taco Gato,Nam Le,20172018,3822.0,"Middletown, NJ",USA,75.0,209.0,4/5/1989,28.0,196.0,36.0,18.0,1.0,54.0,30.0,11.0,9.0,,,5.0,,1.0,1672.0,72385.0,893.641975308642,248.0,81.0,40.0,23.0,81.0,11.0,9.0,20.0,20.0,,1.0,,,,,,,,,,,,,,,
131,19,Bo Horvat,VAN,Western,C,Stay Gold Ponyboy,bryan lam,20172018,3042002.0,"London, ON",CAN,73.0,225.0,5/4/1995,22.0,149.0,22.0,22.0,-1.0,44.0,10.0,10.0,3.0,1.0,,3.0,712.0,612.0,1669.0,74303.0,1160.984375,158.0,64.0,35.0,29.0,64.0,11.0,3.0,14.0,13.0,1.0,,,,,,,,,,,,,,,,
132,19,Ondrej Palat,TB,Eastern,LW,May I Take Your Hat Sir?,Ivan Chow,20172018,2590389.0,"Frydek-Mistek, Czechoslovakia",Czechoslovakia,72.0,194.0,28/3/1991,26.0,115.0,11.0,24.0,16.0,35.0,6.0,4.0,5.0,1.0,,,7.0,24.0,1243.0,57107.0,1019.7678571428571,109.0,56.0,80.0,48.0,56.0,5.0,5.0,10.0,9.0,1.0,,,,,,,,,,,,,,,,
133,19,Kyle Palmieri,NJ,Eastern,RW,"NO, THIS IS PATRICK",Brian Duong,20172018,5517.0,"Smithtown, NY",USA,72.0,192.0,1/2/1991,26.0,160.0,24.0,20.0,-1.0,44.0,30.0,11.0,12.0,,,5.0,25.0,50.0,1390.0,64392.0,1038.5806451612902,181.0,62.0,94.0,50.0,62.0,11.0,12.0,23.0,23.0,,,,,,,,,,,,,,,,,
134,20,Nolan Patrick,PHI,Eastern,C,"NO, THIS IS PATRICK",Brian Duong,20172018,4233544.0,"Winnipeg, MB",CAN,74.0,198.0,19/9/1998,19.0,100.0,13.0,17.0,1.0,30.0,30.0,5.0,3.0,,,2.0,376.0,367.0,1384.0,60115.0,823.4931506849315,127.0,73.0,48.0,19.0,73.0,5.0,3.0,8.0,8.0,,,,,,,,,,,,,,,,,
135,20,Jaden Schwartz,STL,Western,LW,May I Take Your Hat Sir?,Ivan Chow,20172018,5835.0,"Wilcox, SK",CAN,70.0,185.0,25/6/1992,25.0,201.0,24.0,35.0,15.0,59.0,26.0,6.0,5.0,1.0,,3.0,30.0,43.0,1486.0,72141.0,1163.5645161290322,157.0,62.0,52.0,30.0,62.0,7.0,5.0,12.0,11.0,1.0,1.0,,,,,,,,,,,,,,,
